村里,姓名,年齡,COUNTY_ID,TOWN_ID,VILLAGE_ID,OBJECT_ID
雲林縣斗六市仁愛里,洪啟文,66,10009,10009010,002,6350
雲林縣斗六市八德里,陳明哲,59,10009,10009010,009,6336
雲林縣斗六市公正里,鄭文成,50,10009,10009010,034,6361
雲林縣斗六市重光里,張有德,46,10009,10009010,014,6286
雲林縣斗六市林頭里,黃勝志,33,10009,10009010,013,6263
雲林縣斗六市鎮南里,黃劭偉,64,10009,10009010,012,6229
雲林縣斗六市社口里,蘇宴民,55,10009,10009010,035,6264
雲林縣斗六市龍潭里,關紋舜,46,10009,10009010,011,6223
雲林縣斗六市嘉東里,許順沙,65,10009,10009010,019,6379
雲林縣斗六市成功里,曾景坐,57,10009,10009010,038,6375
雲林縣斗六市崙峯里,吳明鍚,56,10009,10009010,018,6297
雲林縣斗六市溝垻里,張智明,71,10009,10009010,015,6377
雲林縣斗六市江厝里,沈永清,51,10009,10009010,016,6376
雲林縣斗六市三光里,張升釋,59,10009,10009010,017,6342
雲林縣斗六市久安里,陳進松,51,10009,10009010,020,6348
雲林縣斗六市虎溪里,張明元,64,10009,10009010,023,6265
雲林縣斗六市保庄里,張國揚,53,10009,10009010,022,6285
雲林縣斗六市長平里,林建佑,55,10009,10009010,021,6275
雲林縣斗六市榴中里,張港川,63,10009,10009010,026,6388
雲林縣斗六市榴北里,何寬政,62,10009,10009010,027,6389
雲林縣斗六市榴南里,林志清,56,10009,10009010,028,6250
雲林縣斗六市梅林里,劉茂全,76,10009,10009010,024,6298
雲林縣斗六市湖山里,林志樺,52,10009,10009010,025,6299
雲林縣斗六市長安里,楊享運,60,10009,10009010,030,6276
雲林縣斗六市溪洲里,徐文順,47,10009,10009010,029,6378
雲林縣斗六市十三里,張義邦,70,10009,10009010,031,6340
雲林縣斗南鎮東仁里,沈林金臺,58,10009,10009020,001,6196
雲林縣斗南鎮西歧里,張再固,58,10009,10009020,002,6187
雲林縣斗南鎮南昌里,楊緒利,67,10009,10009020,003,6353
雲林縣斗南鎮北銘里,徐見銘,55,10009,10009020,004,6238
雲林縣斗南鎮中天里,林豐一,70,10009,10009020,005,6237
雲林縣斗南鎮舊社里,曾江泉,52,10009,10009020,006,6380
雲林縣斗南鎮林子里,嚴火來,60,10009,10009020,007,6351
雲林縣斗南鎮石龜里,張思明,75,10009,10009020,008,6150
雲林縣斗南鎮靖興里,林庭郁,32,10009,10009020,009,6369
雲林縣斗南鎮新南里,宋國源,55,10009,10009020,010,6367
雲林縣斗南鎮阿丹里,曾明瑞,58,10009,10009020,011,6352
雲林縣斗南鎮將軍里,陳坤助,49,10009,10009020,012,6355
雲林縣斗南鎮東明里,楊儒維,63,10009,10009020,013,6343
雲林縣斗南鎮新光里,陳秀章,53,10009,10009020,014,6366
雲林縣斗南鎮田頭里,李信明,69,10009,10009020,015,6239
雲林縣斗南鎮明昌里,吳錦宗,54,10009,10009020,016,6188
雲林縣斗南鎮大東里,沈永靖,51,10009,10009020,017,6230
雲林縣斗南鎮埤麻里,沈朝華,64,10009,10009020,018,6354
雲林縣斗南鎮西伯里,黃錦川,67,10009,10009020,019,6151
雲林縣斗南鎮新崙里,沈合成,58,10009,10009020,020,6368
雲林縣斗南鎮小東里,張清江,72,10009,10009020,021,6231
雲林縣斗南鎮石溪里,張木林,75,10009,10009020,022,6240
雲林縣虎尾鎮東仁里,陳俊歉,51,10009,10009030,003,6496
雲林縣虎尾鎮新興里,蔡榮富,54,10009,10009030,002,6413
雲林縣虎尾鎮公安里,王順宏,44,10009,10009030,004,6499
雲林縣虎尾鎮德興里,陳錦松,65,10009,10009030,005,6414
雲林縣虎尾鎮中山里,陳坤珍,62,10009,10009030,001,6485
雲林縣虎尾鎮西安里,陳水敏,52,10009,10009030,006,6494
雲林縣虎尾鎮立仁里,林志勇,60,10009,10009030,028,6508
雲林縣虎尾鎮安慶里,廖勝雄,60,10009,10009030,007,6479
雲林縣虎尾鎮平和里,廖慶忠,67,10009,10009030,008,6507
雲林縣虎尾鎮興南里,周清石,54,10009,10009030,009,6438
雲林縣虎尾鎮新吉里,林長義,70,10009,10009030,010,6412
雲林縣虎尾鎮穎川里,陳楊秀梅,65,10009,10009030,011,6429
雲林縣虎尾鎮延平里,周清寶,63,10009,10009030,012,6495
雲林縣虎尾鎮建國里,黃明正,69,10009,10009030,027,6506
雲林縣虎尾鎮埒內里,沈義隆,41,10009,10009030,018,6546
雲林縣虎尾鎮堀頭里,李萬壽,64,10009,10009030,019,6398
雲林縣虎尾鎮安溪里,蔡朝忠,68,10009,10009030,020,6478
雲林縣虎尾鎮興中里,蔡忠化,68,10009,10009030,021,6437
雲林縣虎尾鎮廉使里,戴國華,48,10009,10009030,022,6400
雲林縣虎尾鎮惠來里,周森寶,52,10009,10009030,023,6399
雲林縣虎尾鎮頂溪里,賴三元,66,10009,10009030,024,6397
雲林縣虎尾鎮中溪里,林明德,49,10009,10009030,025,6498
雲林縣虎尾鎮下溪里,黃進利,68,10009,10009030,026,6484
雲林縣虎尾鎮東屯里,方西湖,61,10009,10009030,029,6497
雲林縣虎尾鎮西屯里,王文杉,63,10009,10009030,016,6480
雲林縣虎尾鎮芳草里,趙朝勤,65,10009,10009030,017,6505
雲林縣虎尾鎮墾地里,黃秋雄,60,10009,10009030,015,6428
雲林縣虎尾鎮北溪里,彭志原,57,10009,10009030,014,6500
雲林縣虎尾鎮三合里,林昆座,67,10009,10009030,013,6483
雲林縣西螺鎮振興里,劉新發,51,10009,10009040,001,6544
雲林縣西螺鎮大園里,鍾進利,66,10009,10009040,002,6492
雲林縣西螺鎮廣福里,鍾桔霖,58,10009,10009040,003,6424
雲林縣西螺鎮正興里,陳雙全,49,10009,10009040,004,6529
雲林縣西螺鎮永安里,廖素珍,53,10009,10009040,005,6530
雲林縣西螺鎮中和里,陳泰川,54,10009,10009040,006,6526
雲林縣西螺鎮福興里,陳翠華,51,10009,10009040,007,6423
雲林縣西螺鎮光華里,廖錦銘,50,10009,10009040,008,6539
雲林縣西螺鎮中興里,葉慧卿,54,10009,10009040,009,6527
雲林縣西螺鎮漢光里,廖本淵,49,10009,10009040,010,6411
雲林縣西螺鎮新安里,李景,61,10009,10009040,011,6409
雲林縣西螺鎮新豐里,廖銘畯,55,10009,10009040,012,6410
雲林縣西螺鎮大新里,邱國雄,55,10009,10009040,017,6493
雲林縣西螺鎮埤頭里,李美玲,49,10009,10009040,018,6394
雲林縣西螺鎮東興里,林學正,61,10009,10009040,019,6542
雲林縣西螺鎮鹿場里,林建成,53,10009,10009040,021,6396
雲林縣西螺鎮廣興里,黃麗琴,46,10009,10009040,020,6425
雲林縣西螺鎮頂湳里,程義豊,62,10009,10009040,022,6395
雲林縣西螺鎮吳厝里,廖玉清,53,10009,10009040,025,6541
雲林縣西螺鎮九隆里,黃進國,53,10009,10009040,024,6490
雲林縣西螺鎮下湳里,曾仲民,38,10009,10009040,023,6491
雲林縣西螺鎮七座里,林丁燿,74,10009,10009040,026,6477
雲林縣西螺鎮公舘里,廖崎,49,10009,10009040,027,6528
雲林縣西螺鎮詔安里,程永福,64,10009,10009040,013,6408
雲林縣西螺鎮河南里,李湖,64,10009,10009040,014,6543
雲林縣西螺鎮安定里,程進輝,66,10009,10009040,015,6540
雲林縣西螺鎮福田里,陳銘露,62,10009,10009040,016,6422
雲林縣土庫鎮忠正里,林慧中,55,10009,10009050,001,6332
雲林縣土庫鎮順天里,陳威德,36,10009,10009050,002,6385
雲林縣土庫鎮宮北里,陳進和,60,10009,10009050,003,6330
雲林縣土庫鎮石廟里,許荺蓁,59,10009,10009050,010,6321
雲林縣土庫鎮越港里,林正清,59,10009,10009050,004,6384
雲林縣土庫鎮溪邊里,陳錫錚,60,10009,10009050,005,6387
雲林縣土庫鎮埤腳里,楊耀柏,62,10009,10009050,008,6339
雲林縣土庫鎮興新里,王秀敏,47,10009,10009050,006,6248
雲林縣土庫鎮奮起里,張素真,53,10009,10009050,007,6247
雲林縣土庫鎮後埔里,王長慶,58,10009,10009050,015,6329
雲林縣土庫鎮崙內里,王春枝,61,10009,10009050,016,6346
雲林縣土庫鎮大荖里,周傳,60,10009,10009050,009,6319
雲林縣土庫鎮東平里,黃金城,64,10009,10009050,011,6333
雲林縣土庫鎮南平里,張正賢,60,10009,10009050,012,6328
雲林縣土庫鎮西平里,陳林彩雲,59,10009,10009050,014,6331
雲林縣土庫鎮北平里,侯萬來,66,10009,10009050,013,6320
雲林縣土庫鎮新庄里,張樹欉,67,10009,10009050,017,6386
雲林縣北港鎮東陽里,吳春美,63,10009,10009060,001,6203
雲林縣北港鎮光民里,蔡吳美惠,74,10009,10009060,002,6445
雲林縣北港鎮東華里,陳富森,56,10009,10009060,003,6198
雲林縣北港鎮南安里,蕭永富,58,10009,10009060,004,6204
雲林縣北港鎮中和里,蔡棋和,78,10009,10009060,005,6595
雲林縣北港鎮義民里,吳國興,49,10009,10009060,006,6217
雲林縣北港鎮共榮里,陳秀華,74,10009,10009060,007,6447
雲林縣北港鎮西勢里,蔡金源,55,10009,10009060,008,6462
雲林縣北港鎮仁和里,傅信豪,41,10009,10009060,009,6597
雲林縣北港鎮賜福里,蔡明峰,50,10009,10009060,010,6219
雲林縣北港鎮公舘里,許家福,36,10009,10009060,011,6443
雲林縣北港鎮大同里,蔡英道,52,10009,10009060,012,6594
雲林縣北港鎮仁安里,郭冠顯,54,10009,10009060,013,6596
雲林縣北港鎮華勝里,林金章,66,10009,10009060,014,6211
雲林縣北港鎮光復里,陳禎皇,49,10009,10009060,015,6446
雲林縣北港鎮扶朝里,姚水評,57,10009,10009060,026,6463
雲林縣北港鎮水埔里,蘇西華,70,10009,10009060,027,6444
雲林縣北港鎮新街里,劉金樹,60,10009,10009060,016,6213
雲林縣北港鎮劉厝里,吳水木,68,10009,10009060,017,6218
雲林縣北港鎮後溝里,蔡榮謀,52,10009,10009060,021,6205
雲林縣北港鎮新厝里,王趁,65,10009,10009060,028,6212
雲林縣北港鎮府番里,黃壹清,59,10009,10009060,018,6197
雲林縣北港鎮草湖里,吳金昇,43,10009,10009060,019,6206
雲林縣北港鎮溝皂里,蔡坤哲,52,10009,10009060,020,6216
雲林縣北港鎮番溝里,李慶東,60,10009,10009060,022,6210
雲林縣北港鎮大北里,蔡丁符,66,10009,10009060,023,6587
雲林縣北港鎮好收里,蔡平國,69,10009,10009060,024,6461
雲林縣北港鎮樹腳里,許郭麗雲,61,10009,10009060,025,6220
雲林縣古坑鄉水碓村,林永結,55,10009,10009070,001,6221
雲林縣古坑鄉田心村,劉天喜,56,10009,10009070,002,6149
雲林縣古坑鄉高林村,馬昭維,54,10009,10009070,003,6189
雲林縣古坑鄉荷苞村,鄭連松,58,10009,10009070,004,6190
雲林縣古坑鄉東和村,高榮淇,67,10009,10009070,005,6155
雲林縣古坑鄉新庄村,賴金章,60,10009,10009070,006,6200
雲林縣古坑鄉棋盤村,張献貞,59,10009,10009070,007,6193
雲林縣古坑鄉華山村,吳永和,49,10009,10009070,008,6194
雲林縣古坑鄉華南村,陳衫蒝,60,10009,10009070,009,7695
雲林縣古坑鄉永光村,陳誠,72,10009,10009070,010,6236
雲林縣古坑鄉桂林村,黃煌儀,55,10009,10009070,011,6157
雲林縣古坑鄉崁腳村,凃新利,69,10009,10009070,012,6156
雲林縣古坑鄉樟湖村,廖永樹,57,10009,10009070,013,6201
雲林縣古坑鄉草嶺村,陳鴻儀,48,10009,10009070,014,6158
雲林縣古坑鄉永昌村,高仁爐,67,10009,10009070,015,6148
雲林縣古坑鄉麻園村,高金泉,67,10009,10009070,016,6191
雲林縣古坑鄉古坑村,張村田,55,10009,10009070,017,6235
雲林縣古坑鄉朝陽村,邱拓郡,45,10009,10009070,018,6192
雲林縣古坑鄉西平村,黃瑞德,67,10009,10009070,019,6154
雲林縣古坑鄉湳仔村,吳景富,61,10009,10009070,020,6199
雲林縣大埤鄉北和村,許葱,63,10009,10009080,001,6260
雲林縣大埤鄉吉田村,蕭丁財,63,10009,10009080,009,6270
雲林縣大埤鄉豐岡村,蔡國和,54,10009,10009080,010,6295
雲林縣大埤鄉聯美村,顏進祿,55,10009,10009080,011,6293
雲林縣大埤鄉南和村,許志堅,59,10009,10009080,002,6282
雲林縣大埤鄉大德村,劉文進,65,10009,10009080,003,6259
雲林縣大埤鄉松竹村,郭寳寬,65,10009,10009080,004,6274
雲林縣大埤鄉豐田村,莊順吉,50,10009,10009080,007,6294
雲林縣大埤鄉尚義村,許煌建,63,10009,10009080,005,6272
雲林縣大埤鄉嘉興村,沈有文,63,10009,10009080,006,6283
雲林縣大埤鄉三結村,徐萬成,60,10009,10009080,008,6249
雲林縣大埤鄉怡然村,許金發,46,10009,10009080,012,6273
雲林縣大埤鄉北鎮村,蘇寶珠,57,10009,10009080,013,6261
雲林縣大埤鄉興安村,王萬來,52,10009,10009080,014,6284
雲林縣大埤鄉西鎮村,唐文卿,63,10009,10009080,015,6271
雲林縣莿桐鄉莿桐村,廖銘賢,68,10009,10009090,001,6460
雲林縣莿桐鄉甘厝村,張向,48,10009,10009090,002,6440
雲林縣莿桐鄉甘西村,鍾建澤,62,10009,10009090,003,6432
雲林縣莿桐鄉興桐村,林慶聰,67,10009,10009090,004,6471
雲林縣莿桐鄉義和村,黃惠蓮,62,10009,10009090,005,6470
雲林縣莿桐鄉埔子村,墜旺全,53,10009,10009090,006,6441
雲林縣莿桐鄉大美村,何順良,51,10009,10009090,007,6547
雲林縣莿桐鄉埔尾村,張義豐,58,10009,10009090,008,6442
雲林縣莿桐鄉興貴村,郭信義,69,10009,10009090,010,6472
雲林縣莿桐鄉饒平村,張順助,53,10009,10009090,009,6486
雲林縣莿桐鄉四合村,廖西平,67,10009,10009090,011,6401
雲林縣莿桐鄉麻園村,鄭長漢,52,10009,10009090,012,6459
雲林縣莿桐鄉五華村,施進來,59,10009,10009090,013,6548
雲林縣莿桐鄉六合村,張枝參,67,10009,10009090,014,6549
雲林縣林內鄉林南村,林鴻顏,43,10009,10009100,001,6458
雲林縣林內鄉林中村,沈明達,48,10009,10009100,002,6456
雲林縣林內鄉林北村,連順祥,45,10009,10009100,003,6457
雲林縣林內鄉坪頂村,林賢宗,55,10009,10009100,004,6455
雲林縣林內鄉林茂村,張志謀,63,10009,10009100,005,6467
雲林縣林內鄉九芎村,林俊州,42,10009,10009100,006,6454
雲林縣林內鄉湖本村,林文祥,48,10009,10009100,007,6482
雲林縣林內鄉烏塗村,曾勝棋,58,10009,10009100,008,6481
雲林縣林內鄉烏麻村,黃聰敏,60,10009,10009100,009,6469
雲林縣林內鄉重興村,張玉山,64,10009,10009100,010,6468
雲林縣二崙鄉崙東村,李木魁,66,10009,10009110,001,6304
雲林縣二崙鄉崙西村,廖本焜,57,10009,10009110,002,6292
雲林縣二崙鄉來惠村,廖文合,47,10009,10009110,003,6281
雲林縣二崙鄉三和村,劉年春,75,10009,10009110,004,6287
雲林縣二崙鄉湳仔村,廖世恭,57,10009,10009110,005,6316
雲林縣二崙鄉田尾村,廖信參,62,10009,10009110,006,6313
雲林縣二崙鄉定安村,林春用,74,10009,10009110,007,6290
雲林縣二崙鄉大華村,蘇正常,61,10009,10009110,008,6301
雲林縣二崙鄉義庄村,李春生,52,10009,10009110,009,6318
雲林縣二崙鄉楊賢村,楊創民,50,10009,10009110,010,6317
雲林縣二崙鄉港後村,李謀鐵,68,10009,10009110,011,6315
雲林縣二崙鄉大義村,李育旺,43,10009,10009110,012,6302
雲林縣二崙鄉油車村,劉政佑,45,10009,10009110,013,6291
雲林縣二崙鄉大庄村,陳水順,61,10009,10009110,014,6289
雲林縣二崙鄉庄西村,陳清泉,60,10009,10009110,015,6280
雲林縣二崙鄉大同村,鍾金源,55,10009,10009110,016,6288
雲林縣二崙鄉復興村,李新瑯,52,10009,10009110,017,6305
雲林縣二崙鄉永定村,李明淵,72,10009,10009110,018,6303
雲林縣崙背鄉東明村,劉榮豐,57,10009,10009120,001,6531
雲林縣崙背鄉西榮村,李日禮,66,10009,10009120,002,6518
雲林縣崙背鄉南陽村,李重勳,58,10009,10009120,003,6545
雲林縣崙背鄉崙前村,李政宗,69,10009,10009120,004,6502
雲林縣崙背鄉羅厝村,李照域,50,10009,10009120,005,6522
雲林縣崙背鄉港尾村,廖炳淞,49,10009,10009120,006,6510
雲林縣崙背鄉阿勸村,張崇明,67,10009,10009120,007,6532
雲林縣崙背鄉五魁村,温天來,66,10009,10009120,008,6516
雲林縣崙背鄉大有村,陳進利,53,10009,10009120,009,6439
雲林縣崙背鄉豐榮村,蔡明清,54,10009,10009120,010,6512
雲林縣崙背鄉草湖村,林景鴻,58,10009,10009120,011,6501
雲林縣崙背鄉舊庄村,林正雄,71,10009,10009120,012,6511
雲林縣崙背鄉水尾村,李恒彰,72,10009,10009120,013,6517
雲林縣崙背鄉枋南村,鍾金重,74,10009,10009120,014,6519
雲林縣麥寮鄉麥豐村,許哲銘,54,10009,10009130,002,6520
雲林縣麥寮鄉麥津村,林友幸,74,10009,10009130,001,6509
雲林縣麥寮鄉興華村,蔡明宏,51,10009,10009130,004,6535
雲林縣麥寮鄉海豐村,陳孟彥,55,10009,10009130,007,6537
雲林縣麥寮鄉瓦磘村,王定和,63,10009,10009130,003,6524
雲林縣麥寮鄉後安村,林龍山,71,10009,10009130,006,6525
雲林縣麥寮鄉三盛村,林清池,64,10009,10009130,008,6523
雲林縣麥寮鄉崙後村,許一吉,69,10009,10009130,005,6538
雲林縣麥寮鄉橋頭村,許欽煌,47,10009,10009130,009,6534
雲林縣麥寮鄉新吉村,林俊良,48,10009,10009130,010,6521
雲林縣麥寮鄉施厝村,許建新,51,10009,10009130,011,6536
雲林縣麥寮鄉雷厝村,陳正收,50,10009,10009130,012,6533
雲林縣東勢鄉月眉村,留強椿,75,10009,10009140,005,6426
雲林縣東勢鄉復興村,劉培發,46,10009,10009140,004,6514
雲林縣東勢鄉嘉隆村,黃天祿,63,10009,10009140,003,6452
雲林縣東勢鄉東南村,黃振隆,56,10009,10009140,001,6513
雲林縣東勢鄉東北村,陳平和,69,10009,10009140,002,6504
雲林縣東勢鄉龍潭村,李廣,64,10009,10009140,007,6453
雲林縣東勢鄉程海村,吳進來,65,10009,10009140,006,6515
雲林縣東勢鄉昌南村,陳烱鋅,59,10009,10009140,009,6503
雲林縣東勢鄉安南村,翁其男,64,10009,10009140,008,6436
雲林縣東勢鄉同安村,張哲維,45,10009,10009140,010,6435
雲林縣東勢鄉四美村,吳鐵全,64,10009,10009140,012,6427
雲林縣東勢鄉新坤村,許在額,63,10009,10009140,011,6451
雲林縣褒忠鄉中民村,吳明和,55,10009,10009150,001,6405
雲林縣褒忠鄉埔姜村,陳金北,57,10009,10009150,002,6420
雲林縣褒忠鄉中勝村,張文邦,60,10009,10009150,003,6406
雲林縣褒忠鄉馬鳴村,李新在,67,10009,10009150,005,6421
雲林縣褒忠鄉新湖村,許老截,64,10009,10009150,004,7694
雲林縣褒忠鄉有才村,劉丁泉,60,10009,10009150,006,6419
雲林縣褒忠鄉田洋村,章文祺,64,10009,10009150,007,6407
雲林縣褒忠鄉龍岩村,張漢村,67,10009,10009150,008,6392
雲林縣褒忠鄉潮厝村,陳成琮,60,10009,10009150,009,6391
雲林縣台西鄉海北村,趙瑞和,48,10009,10009160,002,6431
雲林縣台西鄉海南村,吳志忠,54,10009,10009160,003,6393
雲林縣台西鄉海口村,林立德,44,10009,10009160,004,6430
雲林縣台西鄉溪頂村,林錠玉,54,10009,10009160,005,6404
雲林縣台西鄉牛厝村,吳文袖,54,10009,10009160,006,6402
雲林縣台西鄉泉州村,林永昌,39,10009,10009160,007,6418
雲林縣台西鄉光華村,丁金城,57,10009,10009160,008,6416
雲林縣台西鄉五榔村,吳順凉,62,10009,10009160,009,6489
雲林縣台西鄉山寮村,林炎川,56,10009,10009160,010,6487
雲林縣台西鄉富琦村,林宏諺,43,10009,10009160,011,6434
雲林縣台西鄉永豐村,林錫鏞,60,10009,10009160,012,6415
雲林縣台西鄉和豐村,林再興,59,10009,10009160,013,6417
雲林縣台西鄉蚊港村,林萬居,70,10009,10009160,014,6433
雲林縣台西鄉五港村,凌建雲,70,10009,10009160,015,6488
雲林縣元長鄉長南村,李萬得,87,10009,10009170,001,6372
雲林縣元長鄉長北村,李傅秀蕋,59,10009,10009170,002,6360
雲林縣元長鄉子茂村,楊永照,69,10009,10009170,003,6306
雲林縣元長鄉後湖村,許國雄,60,10009,10009170,004,6374
雲林縣元長鄉山內村,洪家雄,52,10009,10009170,005,6307
雲林縣元長鄉合和村,周連瑩,48,10009,10009170,006,6347
雲林縣元長鄉五塊村,蔡龍烟,55,10009,10009170,007,6308
雲林縣元長鄉潭西村,李忠信,54,10009,10009170,008,6324
雲林縣元長鄉潭東村,蕭國華,55,10009,10009170,009,6334
雲林縣元長鄉客厝村,吳丙丁,65,10009,10009170,010,6373
雲林縣元長鄉卓運村,陳仁忠,62,10009,10009170,011,6359
雲林縣元長鄉頂寮村,吳世明,67,10009,10009170,012,6311
雲林縣元長鄉下寮村,吳土虱,65,10009,10009170,013,6296
雲林縣元長鄉龍岩村,吳黃秀梅,70,10009,10009170,014,6335
雲林縣元長鄉西莊村,林明宏,58,10009,10009170,015,6358
雲林縣元長鄉鹿北村,堯自豊,68,10009,10009170,016,6312
雲林縣元長鄉鹿南村,郭新堂,77,10009,10009170,017,6322
雲林縣元長鄉瓦磘村,陳登錦,56,10009,10009170,018,6310
雲林縣元長鄉內寮村,吳國璋,47,10009,10009170,019,6309
雲林縣元長鄉崙仔村,王寬立,60,10009,10009170,020,6300
雲林縣元長鄉新吉村,陳進朝,62,10009,10009170,021,6323
雲林縣四湖鄉四湖村,吳金城,62,10009,10009180,001,6591
雲林縣四湖鄉湖西村,陳文益,50,10009,10009180,005,6464
雲林縣四湖鄉新庄村,吳坤峰,43,10009,10009180,002,6466
雲林縣四湖鄉溪底村,蔡昌孟,48,10009,10009180,003,6474
雲林縣四湖鄉鹿場村,吳福訓,61,10009,10009180,004,6450
雲林縣四湖鄉蔡厝村,王清忠,56,10009,10009180,008,6476
雲林縣四湖鄉湖寮村,王任志,44,10009,10009180,007,6465
雲林縣四湖鄉施湖村,吳箱,74,10009,10009180,006,6232
雲林縣四湖鄉羊調村,吳文界,60,10009,10009180,012,6592
雲林縣四湖鄉內湖村,蔡文在,59,10009,10009180,011,6590
雲林縣四湖鄉飛東村,吳振利,56,10009,10009180,020,6234
雲林縣四湖鄉飛沙村,鄭皆,67,10009,10009180,009,6233
雲林縣四湖鄉三姓村,劉抄,65,10009,10009180,010,6589
雲林縣四湖鄉崙北村,吳曜宗,57,10009,10009180,013,6448
雲林縣四湖鄉崙南村,吳茅生,61,10009,10009180,014,6449
雲林縣四湖鄉廣溝村,蘇碧伶,57,10009,10009180,015,6475
雲林縣四湖鄉箔子村,蔡鴻川,50,10009,10009180,016,6202
雲林縣四湖鄉箔東村,蔡老列,65,10009,10009180,021,6588
雲林縣四湖鄉林厝村,林建益,68,10009,10009180,017,6227
雲林縣四湖鄉林東村,王經偉,62,10009,10009180,018,6226
雲林縣四湖鄉溪尾村,蔡茂典,48,10009,10009180,019,6473
雲林縣口湖鄉口湖村,李錦秀,57,10009,10009190,002,6325
雲林縣口湖鄉湖東村,蘇龍魁,67,10009,10009190,001,6345
雲林縣口湖鄉頂湖村,柯本國,68,10009,10009190,003,6258
雲林縣口湖鄉埔南村,呂永添,54,10009,10009190,005,6382
雲林縣口湖鄉埔北村,吳竹棟,59,10009,10009190,004,6371
雲林縣口湖鄉謝厝村,蘇東明,56,10009,10009190,006,6357
雲林縣口湖鄉蚵寮村,郭金財,60,10009,10009190,007,6257
雲林縣口湖鄉下崙村,王清呈,59,10009,10009190,008,6314
雲林縣口湖鄉崙中村,謝清益,66,10009,10009190,009,6383
雲林縣口湖鄉崙東村,王老閩,64,10009,10009190,010,6245
雲林縣口湖鄉青蚶村,王有誌,66,10009,10009190,011,6338
雲林縣口湖鄉港東村,何金山,48,10009,10009190,012,6269
雲林縣口湖鄉港西村,曾瑪琍,62,10009,10009190,013,6268
雲林縣口湖鄉台子村,林國有,57,10009,10009190,014,6327
雲林縣口湖鄉成龍村,李明輝,67,10009,10009190,015,6337
雲林縣口湖鄉梧南村,李連傳,56,10009,10009190,019,6256
雲林縣口湖鄉梧北村,李文魁,55,10009,10009190,020,6246
雲林縣口湖鄉水井村,李豐善,57,10009,10009190,017,6326
雲林縣口湖鄉後厝村,李顯衫,70,10009,10009190,018,6370
雲林縣口湖鄉湖口村,李登進,56,10009,10009190,016,6344
雲林縣口湖鄉過港村,李海深,68,10009,10009190,021,6356
雲林縣水林鄉水北村,洪茂仁,50,10009,10009200,001,6207
雲林縣水林鄉水南村,楊玉田,65,10009,10009200,002,6208
雲林縣水林鄉萬興村,余江錫,57,10009,10009200,011,6582
雲林縣水林鄉尖山村,楊貞祥,55,10009,10009200,012,6209
雲林縣水林鄉大溝村,李聯勝,72,10009,10009200,014,6266
雲林縣水林鄉順興村,李稻助,70,10009,10009200,015,6278
雲林縣水林鄉大山村,吳慈帆,51,10009,10009200,013,6255
雲林縣水林鄉後寮村,陳正龍,50,10009,10009200,023,6242
雲林縣水林鄉春埔村,吳玉堂,67,10009,10009200,005,6243
雲林縣水林鄉西井村,陳云,74,10009,10009200,006,6214
雲林縣水林鄉車港村,蔡炳煌,50,10009,10009200,007,6215
雲林縣水林鄉蘇秦村,吳志孟,48,10009,10009200,008,6584
雲林縣水林鄉灣東村,蔡水柱,67,10009,10009200,009,6586
雲林縣水林鄉灣西村,黃常,60,10009,10009200,010,6585
雲林縣水林鄉蕃薯村,洪重揚,60,10009,10009200,016,6583
雲林縣水林鄉山腳村,王文利,72,10009,10009200,017,6267
雲林縣水林鄉松北村,陳永祥,61,10009,10009200,018,6381
雲林縣水林鄉松中村,林勝郎,63,10009,10009200,019,6222
雲林縣水林鄉松西村,洪榮順,57,10009,10009200,020,6241
雲林縣水林鄉欍埔村,張杉行,75,10009,10009200,021,6253
雲林縣水林鄉塭底村,黃志金,59,10009,10009200,022,6279
雲林縣水林鄉海埔村,許茂雄,72,10009,10009200,003,6244
雲林縣水林鄉土厝村,蔡陣順,47,10009,10009200,004,6254
雲林縣水林鄉溪墘村,高文彬,55,10009,10009200,024,6593
嘉義縣太保市太保里,張振祥,67,10010,10010010,001,7738
嘉義縣太保市後庄里,楊明卿,60,10010,10010010,002,7682
嘉義縣太保市前潭里,林俊哲,56,10010,10010010,003,7448
嘉義縣太保市後潭里,蔡樹福,63,10010,10010010,004,7683
嘉義縣太保市梅埔里,官德發,64,10010,10010010,005,7760
嘉義縣太保市春珠里,李福強,53,10010,10010010,006,7685
嘉義縣太保市崙頂里,林家村,69,10010,10010010,007,7681
嘉義縣太保市東勢里,龔海明,56,10010,10010010,008,7686
嘉義縣太保市新埤里,呂柱,72,10010,10010010,009,7684
嘉義縣太保市舊埤里,戴清漳,60,10010,10010010,010,7748
嘉義縣太保市田尾里,陳復明,60,10010,10010010,011,7493
嘉義縣太保市港尾里,詹連溢,66,10010,10010010,012,7761
嘉義縣太保市過溝里,劉有德,62,10010,10010010,013,7749
嘉義縣太保市麻寮里,侯水波,59,10010,10010010,014,7750
嘉義縣太保市南新里,葉全成,44,10010,10010010,015,7736
嘉義縣太保市北新里,葉許香,63,10010,10010010,016,7491
嘉義縣太保市埤鄉里,林峯名,60,10010,10010010,017,7737
嘉義縣太保市安仁里,陳政龍,51,10010,10010010,018,7739
嘉義縣朴子市安福里,林岳平,46,10010,10010020,001,7689
嘉義縣朴子市平和里,蘇黃寳玉,57,10010,10010020,002,7692
嘉義縣朴子市內厝里,黃國升,72,10010,10010020,003,7753
嘉義縣朴子市開元里,趙榮標,77,10010,10010020,004,7780
